,id,name,county,state_code,state,zip_codes,population,median_income
45311,45312,Princeton,Mercer County,WV,West Virginia,24740,5962,30856
28067,28068,Albion,Orleans County,NY,New York,14411,5962,24205
18779,18780,Delano,Wright County,MN,Minnesota,55328,5962,71635
26511,26512,Hillsborough,Hillsborough County,NH,New Hampshire,03244 / 03440,5962,57312
27504,27505,Aztec,San Juan County,NM,New Mexico,87410,5960,41414
27220,27221,Paulsboro,Gloucester County,NJ,New Jersey,08066,5958,40925
26951,26952,Green Knoll,Somerset County,NJ,New Jersey,08807,5954,111558
4655,4656,Indian River Estates,St. Lucie County,FL,Florida,34982,5953,40521
42971,42972,Woodland,Clark County / Cowlitz County,WA,Washington,98674,5952,62430
35561,35562,McKees Rocks,Allegheny County,PA,Pennsylvania,15136,5951,28972
36922,36923,Wescosville,Lehigh County,PA,Pennsylvania,18062 / 18103 / 18104 / 18106,5951,89418
16366,16367,Bagley,Otsego County,MI,Michigan,49735,5951,47458
39263,39264,South Cleveland,Bradley County,TN,Tennessee,37311 / 37323 / 37353,5951,45106
37270,37271,Clover,York County,SC,South Carolina,29703 / 29710,5950,45173
17509,17510,Montrose ,Genesee County,MI,Michigan,48420 / 48433 / 48457,5949,46197
27427,27428,Watchung,Somerset County,NJ,New Jersey,07069,5949,140163
14844,14845,Hopedale,Worcester County,MA,Massachusetts,01747,5948,95268
7790,7791,Countryside,Cook County,IL,Illinois,60525,5947,56659
44879,44880,Waupaca,Waupaca County,WI,Wisconsin,54981,5946,41897
43292,43293,Cedarburg ,Ozaukee County,WI,Wisconsin,53012 / 53024 / 53080 / 53095,5945,101667
31984,31985,Port Clinton,Ottawa County,OH,Ohio,43433 / 43452,5945,45960
45088,45089,Charles Town,Jefferson County,WV,West Virginia,25414 / 25438,5945,59483
4615,4616,Heathrow,Seminole County,FL,Florida,32746,5943,84188
16644,16645,Chocolay,Marquette County,MI,Michigan,49822 / 49855 / 49885,5942,54854
6295,6296,Estherville,Emmet County,IA,Iowa,51334,5942,43536
4625,4626,High Springs,Alachua County,FL,Florida,32615 / 32643 / 32655,5941,52221
5552,5553,Locust Grove,Henry County,GA,Georgia,30234 / 30248,5940,44342
8889,8890,Monticello ,Piatt County,IL,Illinois,61813 / 61851 / 61856 / 61884,5940,72875
17031,17032,Grass Lake ,Jackson County,MI,Michigan,49201 / 49240,5940,65878
9354,9355,Richwoods,Peoria County,IL,Illinois,61615 / 61616,5938,47188
2222,2223,Colusa,Colusa County,CA,California,95932,5937,47607
9203,9204,Peoria Heights,Peoria County / Tazewell County,IL,Illinois,61611 / 61616,5936,47188
39278,39279,Sweetwater,McMinn County / Monroe County,TN,Tennessee,37874,5933,34276
22087,22088,Trenton,Grundy County,MO,Missouri,64683,5932,34119
23021,23022,Boiling Spring Lakes,Brunswick County,NC,North Carolina,28422 / 28461 / 28479,5930,41880
9281,9282,Posen,Cook County,IL,Illinois,60406 / 60426 / 60469,5929,47310
35790,35791,New London,Chester County,PA,Pennsylvania,19346 / 19352 / 19360 / 19363 / 19390,5928,120306
40589,40590,Progreso,Hidalgo County,TX,Texas,78579 / 78596,5923,29088
4851,4852,Nocatee,St. Johns County,FL,Florida,32081 / 32095,5923,85632
42276,42277,St. Johnsbury ,Caledonia County,VT,Vermont,05819,5922,36693
14128,14129,Vine Grove,Hardin County,KY,Kentucky,40160 / 40175,5921,56576
2534,2535,Homeland,Riverside County,CA,California,92545 / 92548,5921,33457
39022,39023,Erwin,Unicoi County,TN,Tennessee,37650,5920,29133
10613,10614,Hartford City,Blackford County,IN,Indiana,47348,5920,37934
3360,3361,Villa Park,Orange County,CA,California,92861 / 92863 / 92864,5918,137083
4894,4895,Orlovista,Orange County,FL,Florida,32808 / 32811 / 32818 / 32835,5917,34284
43922,43923,Lafayette,Chippewa County,WI,Wisconsin,54727 / 54729,5916,66490
30075,30076,Wesley Hills,Rockland County,NY,New York,10901 / 10952 / 10977,5914,107660
27264,27265,Prospect Park,Passaic County,NJ,New Jersey,07508,5913,53889
32647,32648,Williamsburg ,Clermont County,OH,Ohio,45103 / 45106 / 45176,5912,50972
15279,15280,Chesapeake Beach,Calvert County,MD,Maryland,20732,5911,95086
36553,36554,Steelton,Dauphin County,PA,Pennsylvania,17113,5910,44706
15120,15121,Walpole ,Norfolk County,MA,Massachusetts,02081,5910,79615
41434,41435,Belmont,Loudoun County,VA,Virginia,20147,5910,192396
42917,42918,Tracyton,Kitsap County,WA,Washington,98310 / 98311 / 98393,5909,65149
14692,14693,Bliss Corner,Bristol County,MA,Massachusetts,02747 / 02748,5908,46558
447,448,Chickasaw,Mobile County,AL,Alabama,36571 / 36610 / 36611,5908,30973
11088,11089,North Manchester,Wabash County,IN,Indiana,46962,5907,42281
5047,5048,South Gate Ridge,Sarasota County,FL,Florida,34231 / 34233,5906,54732
30174,30175,Yaphank,Suffolk County,NY,New York,11719 / 11763 / 11980,5906,94896
29686,29687,Rosendale,Ulster County,NY,New York,12401 / 12411 / 12419 / 12440 / 12472 / 12486 / 12561,5903,63786
11253,11254,Rensselaer,Jasper County,IN,Indiana,47978,5902,43560
26623,26624,Rindge,Cheshire County,NH,New Hampshire,03461,5901,75490
4876,4877,Ocean City,Okaloosa County,FL,Florida,32547,5901,52743
4444,4445,Combee Settlement,Polk County,FL,Florida,33801,5899,25712
27074,27075,Little Silver,Monmouth County,NJ,New Jersey,07701 / 07739,5895,136818
30436,30437,Brookville,Montgomery County,OH,Ohio,45309,5895,44875
15643,15644,Spring Ridge,Frederick County,MD,Maryland,21701,5895,94194
42382,42383,Barberton,Clark County,WA,Washington,98662 / 98666 / 98668 / 98686,5895,89408
21345,21346,Glendale,St. Louis County,MO,Missouri,63122,5894,120653
27468,27469,Woodcliff Lake,Bergen County,NJ,New Jersey,07677,5891,139857
36346,36347,Selinsgrove,Snyder County,PA,Pennsylvania,17870,5890,38893
41433,41434,Bellwood,Chesterfield County,VA,Virginia,23237,5889,38138
32400,32401,Tuscarawas,Stark County,OH,Ohio,44618 / 44647 / 44662 / 44666,5887,56422
37564,37565,Valley Falls,Spartanburg County,SC,South Carolina,29303 / 29316,5886,36955
27270,27271,Ramtown,Monmouth County,NJ,New Jersey,07731,5886,109181
27297,27298,Roseland,Essex County,NJ,New Jersey,07068,5885,101786
26542,26543,Littleton,Grafton County,NH,New Hampshire,03561,5882,40380
15161,15162,West Yarmouth,Barnstable County,MA,Massachusetts,02673,5882,62413
42972,42973,Woods Creek,Snohomish County,WA,Washington,98272 / 98290,5881,94031
35467,35468,Luzerne,Fayette County,PA,Pennsylvania,15410 / 15413 / 15417 / 15433 / 15444 / 15447 / 15450 / 15463 / 15475,5881,49844
35884,35885,Norwood,Delaware County,PA,Pennsylvania,19074 / 19076,5880,66698
40278,40279,Luling,Caldwell County / Guadalupe County,TX,Texas,78648,5878,39157
28919,28920,Hilton,Monroe County,NY,New York,14468,5876,58297
17785,17786,Richmond,Macomb County / St. Clair County,MI,Michigan,48062 / 48063 / 48064,5876,45096
11142,11143,Paoli ,Orange County,IN,Indiana,47452 / 47454 / 47469,5874,39449
10498,10499,Gas City,Grant County,IN,Indiana,46933 / 46953,5874,41979
4209,4210,Willington,Tolland County,CT,Connecticut,06265 / 06279,5872,73526
1976,1977,Aptos,Santa Cruz County,CA,California,95003,5872,81180
34586,34587,East Hanover,Dauphin County,PA,Pennsylvania,17028 / 17033 / 17036 / 17078 / 17112,5871,70976
22782,22783,Lewistown,Fergus County,MT,Montana,59457,5870,35990
27745,27746,North Hobbs,Lea County,NM,New Mexico,88240 / 88242,5869,78333
36703,36704,Trooper,Montgomery County,PA,Pennsylvania,19403 / 19408,5868,104238
28217,28218,Blauvelt,Rockland County,NY,New York,10913 / 10960 / 10962,5868,118929
41498,41499,Chamberlayne,Henrico County,VA,Virginia,23227,5867,77154
380,381,Attalla,Etowah County,AL,Alabama,35954,5865,37191
15931,15932,Hermon,Penobscot County,ME,Maine,04401 / 04444,5865,62188
42902,42903,Tanglewilde,Thurston County,WA,Washington,98503 / 98516,5865,57500
41439,41440,Bensley,Chesterfield County,VA,Virginia,23234 / 23237,5865,35212
34190,34191,Cambria,Cambria County,PA,Pennsylvania,15927 / 15931 / 15943 / 15946 / 15948 / 15958,5862,63443
27119,27120,Mendham ,Morris County,NJ,New Jersey,07869 / 07926 / 07931 / 07945 / 07960 / 07970,5862,170160
1586,1587,Doney Park,Coconino County,AZ,Arizona,86004,5860,82806
9663,9664,St. Joseph ,Champaign County,IL,Illinois,61802 / 61873,5859,69813
27190,27191,Norwood,Bergen County,NJ,New Jersey,07648,5858,92203
41045,41046,Windcrest,Bexar County,TX,Texas,78218 / 78239,5858,75310
13724,13725,Central City,Muhlenberg County,KY,Kentucky,42330,5857,33018
41739,41740,Marion,Smyth County,VA,Virginia,24354,5855,31210
29864,29865,Springs,Suffolk County,NY,New York,11937,5855,83949
8931,8932,Mount Zion,Macon County,IL,Illinois,62521 / 62549,5855,70000
40212,40213,Lindale,Smith County,TX,Texas,75706 / 75771,5853,58946
30278,30279,Ballville ,Sandusky County,OH,Ohio,43420 / 44836,5851,56719
7927,7928,Du Quoin,Perry County,IL,Illinois,62832,5849,29708
31464,31465,Margaretta,Erie County,OH,Ohio,43464 / 44824 / 44870,5848,56455
13665,13666,Bellevue,Campbell County,KY,Kentucky,41073,5845,52233
7638,7639,Carterville,Williamson County,IL,Illinois,62901 / 62918,5843,49129
4145,4146,Simsbury Center,Hartford County,CT,Connecticut,06070 / 06089,5843,115392
30144,30145,Wilson ,Niagara County,NY,New York,14028 / 14108 / 14131 / 14172,5841,58438
14986,14987,Orleans,Barnstable County,MA,Massachusetts,02643 / 02653 / 02662,5841,64861
35762,35763,New Brighton,Beaver County,PA,Pennsylvania,15066,5840,34688
39103,39104,Kingston,Roane County,TN,Tennessee,37763,5840,45377
43940,43941,Lake Mills,Jefferson County,WI,Wisconsin,53551,5836,65162
27378,27379,Tewksbury,Hunterdon County,NJ,New Jersey,07830 / 07979 / 08833 / 08858 / 08889,5833,165552
34494,34495,Dickson City,Lackawanna County,PA,Pennsylvania,18447 / 18508 / 18519,5833,42887
42761,42762,Ocean Shores,Grays Harbor County,WA,Washington,98569,5831,41497
17676,17677,Peninsula,Grand Traverse County,MI,Michigan,49673 / 49686,5831,70632
40001,40002,Homestead Meadows South,El Paso County,TX,Texas,79938,5831,34753
42162,42163,Lyndon,Caledonia County,VT,Vermont,05832 / 05849 / 05850 / 05851,5830,38272
35042,35043,Hellertown,Northampton County,PA,Pennsylvania,18055,5830,56959
31765,31766,Northfield Center,Summit County,OH,Ohio,44067 / 44236,5830,83578
15938,15939,Houlton,Aroostook County,ME,Maine,04730,5828,32529
8062,8063,Fancy Creek,Sangamon County,IL,Illinois,62613 / 62625 / 62677 / 62684 / 62693 / 62707,5828,90659
16788,16789,Dowagiac,Cass County,MI,Michigan,49047,5826,28142
29959,29960,Tupper Lake ,Franklin County,NY,New York,12986,5825,50515
32353,32354,The Village of Indian Hill,Hamilton County,OH,Ohio,45242 / 45243 / 45249,5823,206250
30163,30164,Woodstock,Ulster County,NY,New York,12401 / 12409 / 12416 / 12448 / 12457 / 12477 / 12495 / 12498,5823,67029
31517,31518,Mead,Belmont County,OH,Ohio,43906 / 43933 / 43947,5823,44919
34414,34415,Crafton,Allegheny County,PA,Pennsylvania,15205,5820,52674
36356,36357,Sewickley,Westmoreland County,PA,Pennsylvania,15018 / 15083 / 15089 / 15637 / 15640 / 15642 / 15660 / 15678 / 15679 / 15698,5820,50536
15432,15433,Hillandale,Montgomery County / Prince George's County,MD,Maryland,20783 / 20903 / 20993,5819,100557
711,712,Moores Mill,Madison County,AL,Alabama,35759 / 35761 / 35810 / 35811,5819,63911
14769,14770,East Falmouth,Barnstable County,MA,Massachusetts,02536,5818,63445
27096,27097,Manasquan,Monmouth County,NJ,New Jersey,08736,5818,93200
2495,2496,Gustine,Merced County,CA,California,95322,5817,38125
39757,39758,Edna,Jackson County,TX,Texas,77957,5817,50647
15123,15124,Ware ,Hampshire County,MA,Massachusetts,01082,5816,40169
14697,14698,Boxborough,Middlesex County,MA,Massachusetts,01719,5816,102699
41337,41338,Snyderville,Summit County,UT,Utah,84098,5814,100477
36147,36148,Punxsutawney,Jefferson County,PA,Pennsylvania,15767,5814,32344
29387,29388,North Hills,Nassau County,NY,New York,11030 / 11040 / 11042 / 11576 / 11577,5814,114716
24722,24723,Minot AFB,Ward County,ND,North Dakota,58703 / 58704 / 58705,5813,39639
7191,7192,Rupert,Minidoka County,ID,Idaho,83350,5813,34468
5086,5087,Surfside,Miami-Dade County,FL,Florida,33154,5811,78443
14119,14120,Union,Boone County,KY,Kentucky,41042 / 41091,5807,102253
5983,5984,Waimanalo,Honolulu County,HI,Hawaii,96795,5807,68398
2911,2912,Oasis,Riverside County,CA,California,92274,5807,24646
3038,3039,Rancho Murieta,Sacramento County,CA,California,95683,5804,105049
2437,2438,Fruitridge Pocket,Sacramento County,CA,California,95820,5802,27536
3215,3216,Solvang,Santa Barbara County,CA,California,93463 / 93464,5802,67484
28296,28297,Cambria,Niagara County,NY,New York,14094 / 14131 / 14132,5801,66080
21074,21075,Caruthersville,Pemiscot County,MO,Missouri,63830,5801,24858
39565,39566,Carrizo Springs,Dimmit County,TX,Texas,78834,5800,38125
17756,17757,Raisinville,Monroe County,MI,Michigan,48131 / 48140 / 48161 / 48162,5797,63382
6094,6095,Bondurant,Polk County,IA,Iowa,50009 / 50035,5796,63542
17628,17629,Oregon,Lapeer County,MI,Michigan,48421 / 48423 / 48446,5794,61997
26754,26755,Blairstown ,Warren County,NJ,New Jersey,07825 / 07832,5793,84717
44323,44324,Onalaska ,La Crosse County,WI,Wisconsin,54603 / 54636 / 54650 / 54669,5786,76027
41273,41274,Nephi,Juab County,UT,Utah,84648,5784,53102
29208,29209,Medina,Orleans County,NY,New York,14103 / 14479,5784,41538
21365,21366,Grand River,DeKalb County,MO,Missouri,64429 / 64469,5784,25810
37258,37259,Cheraw,Chesterfield County,SC,South Carolina,29520,5780,23838
23687,23688,Wrightsboro,New Hanover County,NC,North Carolina,28401 / 28405 / 28429,5780,42750
16586,16587,Carrollton,Saginaw County,MI,Michigan,48604 / 48724,5779,40438
2771,2772,Mayflower Village,Los Angeles County,CA,California,91006 / 91016,5779,65395
14864,14865,Lee,Berkshire County,MA,Massachusetts,01238 / 01240 / 01260,5777,58790
31282,31283,Lafayette,Medina County,OH,Ohio,44215 / 44254 / 44256,5774,68462
30045,30046,Washingtonville,Orange County,NY,New York,10992,5773,72690
30971,30972,Granville,Licking County,OH,Ohio,43023 / 43055,5771,88843
17276,17277,Laketown,Allegan County,MI,Michigan,49423 / 49434 / 49453,5771,62832
16699,16700,Comstock Northwest,Kalamazoo County,MI,Michigan,49004 / 49048,5769,49000
31809,31810,Olive,Noble County,OH,Ohio,43724 / 45727,5769,37072
16416,16417,Belding,Ionia County,MI,Michigan,48809,5769,34778
2739,2740,Lucerne Valley,San Bernardino County,CA,California,92308 / 92356,5767,26429
4707,4708,Lake Alfred,Polk County,FL,Florida,33844 / 33850 / 33881,5766,36045
1685,1686,Litchfield Park,Maricopa County,AZ,Arizona,85340 / 85392,5766,84191
28409,28410,Claverack,Columbia County,NY,New York,12075 / 12513 / 12521 / 12529 / 12530 / 12534 / 12544 / 12565,5766,50933
13815,13816,Fort Wright,Kenton County,KY,Kentucky,41011 / 41015 / 41017,5766,65774
16198,16199,Turner,Androscoggin County,ME,Maine,04253 / 04266 / 04282,5765,60467
1819,1820,Snowflake,Navajo County,AZ,Arizona,85937,5764,51938
33016,33017,Henryetta,Okmulgee County,OK,Oklahoma,74437,5764,33694
27867,27868,Taos,Taos County,NM,New Mexico,87557 / 87571,5763,31112
28617,28618,Elbridge ,Onondaga County,NY,New York,13060 / 13080 / 13112 / 13166,5763,57481
10820,10821,Lancaster,Wells County,IN,Indiana,46714 / 46731 / 46777 / 46791,5763,47896
16485,16486,Boston,Ionia County,MI,Michigan,48815 / 48849 / 48881 / 49331,5761,52813
27958,27959,Gardnerville,Douglas County,NV,Nevada,89410 / 89423 / 89460,5761,42198
7976,7977,Elburn,Kane County,IL,Illinois,60119,5757,95708
35077,35078,Hollidaysburg,Blair County,PA,Pennsylvania,16635 / 16648,5757,51070
31000,31001,Greenfield,Fairfield County,OH,Ohio,43105 / 43112 / 43130,5757,66957
1448,1449,Warren,Bradley County,AR,Arkansas,71671,5757,28938
17645,17646,Otsego ,Allegan County,MI,Michigan,49070 / 49078 / 49080,5755,54069
15379,15380,Fountainhead-Orchard Hills,Washington County,MD,Maryland,21742,5754,75576
7946,7947,East Eldorado,Saline County,IL,Illinois,62930 / 62934 / 62946,5753,34847
35680,35681,Moosic,Lackawanna County,PA,Pennsylvania,18505 / 18507 / 18514 / 18641,5753,51250
22051,22052,St. Robert,Pulaski County,MO,Missouri,65583 / 65584,5753,46846
39127,39128,Loudon,Loudon County,TN,Tennessee,37774,5750,31542
17687,17688,Petoskey,Emmet County,MI,Michigan,49770,5749,37556
16460,16461,Birch Run ,Saginaw County,MI,Michigan,48415 / 48420 / 48722 / 48734,5749,53780
301,302,Sterling,Kenai Peninsula Borough,AK,Alaska,99669 / 99672,5748,71597
35931,35932,Oreland,Montgomery County,PA,Pennsylvania,19038 / 19075,5748,89612
20946,20947,Barnhart,Jefferson County,MO,Missouri,63012 / 63057,5746,66438
34259,34260,Charlestown,Chester County,PA,Pennsylvania,19355 / 19425 / 19460,5745,146944
40501,40502,Palmview,Hidalgo County,TX,Texas,78572 / 78574,5745,34358
2319,2320,Durham,Butte County,CA,California,95928 / 95938 / 95958 / 95965,5743,70374
36017,36018,Penn Wynne,Montgomery County,PA,Pennsylvania,19096,5740,104653
3034,3035,Rancho Calaveras,Calaveras County,CA,California,95252,5736,56406
38100,38101,Harrisburg,Lincoln County,SD,South Dakota,57032,5734,73933
30013,30014,Volney,Oswego County,NY,New York,13069 / 13114 / 13126 / 13135,5732,61633
34614,34615,East Rockhill,Bucks County,PA,Pennsylvania,18911 / 18944 / 18951 / 18960,5730,77178
21100,21101,Charleston,Mississippi County,MO,Missouri,63834,5727,27463
16758,16759,Deerfield,Lapeer County,MI,Michigan,48421 / 48435 / 48446 / 48461,5726,52262
36752,36753,Union,Washington County,PA,Pennsylvania,15038 / 15067 / 15129 / 15332 / 15336,5725,53958
25563,25564,Chadron,Dawes County,NE,Nebraska,69337,5725,39688
27202,27203,Oceanport,Monmouth County,NJ,New Jersey,07703 / 07757,5725,90238
31135,31136,Howard ,Knox County,OH,Ohio,43014 / 43022 / 43028 / 43050,5724,59078
36093,36094,Plymouth Meeting,Montgomery County,PA,Pennsylvania,19428 / 19462,5721,78194
37345,37346,Hardeeville,Beaufort County / Jasper County,SC,South Carolina,29909 / 29927 / 29936,5721,41440
3711,3712,Lochbuie,Adams County / Weld County,CO,Colorado,80601 / 80603 / 80642,5719,49415
44442,44443,Prairie du Chien,Crawford County,WI,Wisconsin,53821,5718,37887
16500,16501,Breitung,Dickinson County,MI,Michigan,49801 / 49802 / 49870 / 49876,5717,50321
28356,28357,Centerport,Suffolk County,NY,New York,11721,5717,103945
16049,16050,New Gloucester,Cumberland County,ME,Maine,04260,5713,62449
21847,21848,Pevely,Jefferson County,MO,Missouri,63012 / 63070,5712,41155
16128,16129,Rumford,Oxford County,ME,Maine,04276,5711,30200
8173,8174,Genoa ,DeKalb County,IL,Illinois,60135 / 60140 / 60152 / 60178,5710,51086
4845,4846,Newberry,Alachua County,FL,Florida,32618 / 32643 / 32669,5709,59801
4398,4399,Butler Beach,St. Johns County,FL,Florida,32080,5709,54740
3202,3203,Silver Lakes,San Bernardino County,CA,California,92342,5706,69157
4340,4341,Bay Hill,Orange County,FL,Florida,32819 / 32836,5704,93333
9619,9620,Springfield ,Sangamon County,IL,Illinois,62625 / 62684 / 62702 / 62703 / 62707,5703,32612
5820,5821,Waynesboro,Burke County,GA,Georgia,30830,5701,23117
22471,22472,Pass Christian,Harrison County,MS,Mississippi,39560 / 39571,5701,46992
5713,5714,Sandersville,Washington County,GA,Georgia,31082,5700,29034
35358,35359,Lewisburg,Union County,PA,Pennsylvania,17837,5699,44235
5033,5034,Sky Lake,Orange County,FL,Florida,32809,5699,35071
31641,31642,Morgan,Butler County,OH,Ohio,45013 / 45053 / 45063,5698,66302
13767,13768,Douglass Hills,Jefferson County,KY,Kentucky,40223 / 40243 / 40299,5696,66125
5008,5009,Samsula-Spruce Creek,Volusia County,FL,Florida,32128 / 32168,5694,85843
4882,4883,Okeechobee,Okeechobee County,FL,Florida,34972 / 34973 / 34974,5691,39662
13520,13521,Wamego ,Pottawatomie County,KS,Kansas,66547,5691,57679
9965,9966,Wilmington,Will County,IL,Illinois,60481,5691,56007
29153,29154,Malone,Franklin County,NY,New York,12953,5686,36667
